States,District,Districts,Year,Annual Rainfall
Karnataka,Chikballapur,Chikballapur,2018,446.5
Karnataka,Chikmagaluru,Chikmagaluru,2018,2378.2
Karnataka,Chitradurga,Chitradurga,2018,452.4
Karnataka,Dakshin Kannad,Dakshin Kannad,2018,4449.4
Karnataka,Davangere,Davangere,2018,656.2
Karnataka,Dharwad,Dharwad,2018,713.5
Karnataka,Gadag,Gadag,2018,532.4
Karnataka,Hassan,Hassan,2018,1188.7
Karnataka,Haveri,Haveri,2018,726.6
Karnataka,Gulbarga,Gulbarga,2018,530.9
Karnataka,Kodagu,Kodagu,2018,4114.8
Karnataka,Kolar,Kolar,2018,546
Karnataka,Koppal,Koppal,2018,398.3
Karnataka,Mandya,Mandya,2018,769.9
Karnataka,Mysore,Mysore,2018,981.9
Karnataka,Raichur,Raichur,2018,291.7
Karnataka,Ramanagara,Ramanagara,2018,905.1
Karnataka,Shimoga,Shimoga,2018,1749.8
Karnataka,Tumkur,Tumkur,2018,516.6
Karnataka,Udupi,Udupi,2018,4636.1
Karnataka,Uttar Kannad,Uttar Kannad,2018,2780.2
Karnataka,Bijapur,Bijapur,2018,380.7
Karnataka,Yadgir,Yadgir,2018,279.8
Karnataka,Bagalkot,Bagalkot,2019,788.9
Karnataka,Bellary,Bellary,2019,721.7
Karnataka,Belgaum,Belgaum,2019,1468.5
Karnataka,Bangalore Rural,Bangalore Rural,2019,925.7
Karnataka,Bengaluru Urban,Bengaluru Urban,2019,956.1
Karnataka,Bidar,Bidar,2019,885.5
Karnataka,Chamarajanagar,Chamarajanagar,2019,791.9
Karnataka,Chikballapur,Chikballapur,2019,748.1
Karnataka,Chikmagaluru,Chikmagaluru,2019,2651.8
Karnataka,Chitradurga,Chitradurga,2019,733.7
Karnataka,Dakshin Kannad,Dakshin Kannad,2019,4211.9
Karnataka,Davangere,Davangere,2019,919.6
Karnataka,Dharwad,Dharwad,2019,1149.8
Karnataka,Gadag,Gadag,2019,768.6
Karnataka,Hassan,Hassan,2019,1307.9
Karnataka,Haveri,Haveri,2019,1257.6
Karnataka,Gulbarga,Gulbarga,2019,794.8
Karnataka,Kodagu,Kodagu,2019,3185.6
Karnataka,Kolar,Kolar,2019,743.6
Karnataka,Koppal,Koppal,2019,725.4
Karnataka,Mandya,Mandya,2019,942.1
Karnataka,Mysore,Mysore,2019,1085.9
Karnataka,Raichur,Raichur,2019,573.7
Karnataka,Ramanagara,Ramanagara,2019,876
Karnataka,Shimoga,Shimoga,2019,2540.9
Karnataka,Tumkur,Tumkur,2019,801.6
Karnataka,Udupi,Udupi,2019,5245.3
Karnataka,Uttar Kannad,Uttar Kannad,2019,4220.1
Karnataka,Bijapur,Bijapur,2019,620.5
Karnataka,Yadgir,Yadgir,2019,589.8
Karnataka,Bagalkot,Bagalkot,2020,907.3
Karnataka,Bellary,Bellary,2020,844.5
Karnataka,Belgaum,Belgaum,2020,1192.9
Karnataka,Bangalore Rural,Bangalore Rural,2020,1086
Karnataka,Bengaluru Urban,Bengaluru Urban,2020,1051.8
Karnataka,Bidar,Bidar,2020,1253.4
Karnataka,Chamarajanagar,Chamarajanagar,2020,891.4
Karnataka,Chikballapur,Chikballapur,2020,1021.2
Karnataka,Chikmagaluru,Chikmagaluru,2020,2069.7
Karnataka,Chitradurga,Chitradurga,2020,809.8
Karnataka,Dakshin Kannad,Dakshin Kannad,2020,4157
Karnataka,Davangere,Davangere,2020,847.5
Karnataka,Dharwad,Dharwad,2020,1031
Karnataka,Gadag,Gadag,2020,868.6
Karnataka,Hassan,Hassan,2020,1110
Karnataka,Haveri,Haveri,2020,800.6
Karnataka,Gulbarga,Gulbarga,2020,1271.3
Karnataka,Kodagu,Kodagu,2020,2889.1
Karnataka,Kolar,Kolar,2020,1204.2
Karnataka,Koppal,Koppal,2020,981.2
Karnataka,Mandya,Mandya,2020,886.4
Karnataka,Mysore,Mysore,2020,826.3
Karnataka,Raichur,Raichur,2020,926.7
Karnataka,Ramanagara,Ramanagara,2020,1041.6
Karnataka,Shimoga,Shimoga,2020,1989.3
Karnataka,Tumkur,Tumkur,2020,856.5
Karnataka,Udupi,Udupi,2020,5454.9
Karnataka,Uttar Kannad,Uttar Kannad,2020,3755.9
Karnataka,Bijapur,Bijapur,2020,841.7
Karnataka,Yadgir,Yadgir,2020,955.6
Karnataka,Bagalkot,Bagalkot,2021,621.4
Karnataka,Bellary,Bellary,2021,823.3
Karnataka,Belgaum,Belgaum,2021,1104.6
Karnataka,Bangalore Rural,Bangalore Rural,2021,1324.7
Karnataka,Bengaluru Urban,Bengaluru Urban,2021,1288.7
Karnataka,Bidar,Bidar,2021,1034.6
Karnataka,Chamarajanagar,Chamarajanagar,2021,1090.6
Karnataka,Chikballapur,Chikballapur,2021,1262.3
Karnataka,Chikmagaluru,Chikmagaluru,2021,2477.7
Karnataka,Chitradurga,Chitradurga,2021,996.5
Karnataka,Dakshin Kannad,Dakshin Kannad,2021,4164.6
Karnataka,Davangere,Davangere,2021,1110.3
Karnataka,Dharwad,Dharwad,2021,1101.6
Karnataka,Gadag,Gadag,2021,873.8
Karnataka,Hassan,Hassan,2021,1319.3
Karnataka,Haveri,Haveri,2021,1092.1
Karnataka,Gulbarga,Gulbarga,2021,1076.6
Karnataka,Kodagu,Kodagu,2021,2988.3
Karnataka,Kolar,Kolar,2021,1512.4
Karnataka,Koppal,Koppal,2021,811
Karnataka,Mandya,Mandya,2021,1207.3
Karnataka,Mysore,Mysore,2021,1041.1
Karnataka,Raichur,Raichur,2021,686.8
Karnataka,Ramanagara,Ramanagara,2021,1114.7
Karnataka,Shimoga,Shimoga,2021,2341.8
Karnataka,Tumkur,Tumkur,2021,1179.9
Karnataka,Udupi,Udupi,2021,4702.5
Karnataka,Uttar Kannad,Uttar Kannad,2021,3480.7
Karnataka,Bijapur,Bijapur,2021,664
Karnataka,Yadgir,Yadgir,2021,781
Karnataka,Bagalkot,Bagalkot,2022,866
Karnataka,Bellary,Bellary,2022,963
Karnataka,Belgaum,Belgaum,2022,1147.7
Karnataka,Bangalore Rural,Bangalore Rural,2022,1374.7
Karnataka,Bengaluru Urban,Bengaluru Urban,2022,1628.2
Karnataka,Bidar,Bidar,2022,1069.3
Karnataka,Chamarajanagar,Chamarajanagar,2022,1478
Karnataka,Chikballapur,Chikballapur,2022,1239.4
Karnataka,Chikmagaluru,Chikmagaluru,2022,2564.8
Karnataka,Chitradurga,Chitradurga,2022,1061.7
Karnataka,Dakshin Kannad,Dakshin Kannad,2022,4191.8
Karnataka,Davangere,Davangere,2022,1247.8
Karnataka,Dharwad,Dharwad,2022,1151.4
Karnataka,Gadag,Gadag,2022,1085.8
Karnataka,Hassan,Hassan,2022,1861.6
Karnataka,Haveri,Haveri,2022,1292.3
Karnataka,Gulbarga,Gulbarga,2022,908.5
Karnataka,Kodagu,Kodagu,2022,3357.7
Karnataka,Kolar,Kolar,2022,1318
Karnataka,Koppal,Koppal,2022,822.9
Karnataka,Mandya,Mandya,2022,1619
Karnataka,Mysore,Mysore,2022,1464.8
Karnataka,Raichur,Raichur,2022,829.6
Karnataka,Ramanagara,Ramanagara,2022,1599.5
Karnataka,Shimoga,Shimoga,2022,2326.5
Karnataka,Tumkur,Tumkur,2022,1328.5
Karnataka,Udupi,Udupi,2022,4430.4
Karnataka,Uttar Kannad,Uttar Kannad,2022,3328.3
Karnataka,Bijapur,Bijapur,2022,787.7
Karnataka,Yadgir,Yadgir,2022,1017.6
Karnataka,Bagalkot,Bagalkot,2023,360.3
Karnataka,Bellary,Bellary,2023,383
Karnataka,Belgaum,Belgaum,2023,632.3
Karnataka,Bangalore Rural,Bangalore Rural,2023,717.9
Karnataka,Bengaluru Urban,Bengaluru Urban,2023,778.8
Karnataka,Bidar,Bidar,2023,996.7
Karnataka,Chamarajanagar,Chamarajanagar,2023,626.7
Karnataka,Chikballapur,Chikballapur,2023,648.8
Karnataka,Chikmagaluru,Chikmagaluru,2023,1511.5
Karnataka,Chitradurga,Chitradurga,2023,485
Karnataka,Dakshin Kannad,Dakshin Kannad,2023,3205.4
Karnataka,Davangere,Davangere,2023,491.1
Karnataka,Dharwad,Dharwad,2023,617.4
Karnataka,Gadag,Gadag,2023,420.2
Karnataka,Hassan,Hassan,2023,805.4
Karnataka,Haveri,Haveri,2023,539
Karnataka,Gulbarga,Gulbarga,2023,779.5
Karnataka,Kodagu,Kodagu,2023,1794.6
Karnataka,Kolar,Kolar,2023,608.2
Karnataka,Koppal,Koppal,2023,434.1
Karnataka,Mandya,Mandya,2023,581.1
Karnataka,Mysore,Mysore,2023,815.4
Karnataka,Raichur,Raichur,2023,527.5
Karnataka,Ramanagara,Ramanagara,2023,680.2
Karnataka,Shimoga,Shimoga,2023,1403
Karnataka,Tumkur,Tumkur,2023,508
Karnataka,Udupi,Udupi,2023,3439.7
Karnataka,Uttar Kannad,Uttar Kannad,2023,2715.3
Karnataka,Bijapur,Bijapur,2023,404
Karnataka,Vijayanagara,Vijayanagara,2023,463.1
Karnataka,Yadgir,Yadgir,2023,627.1
Madhya Pradesh,Alirajpur,Alirajpur,2012,928.8
Madhya Pradesh,Anuppur,Anuppur,2012,1109.6
Madhya Pradesh,Ashoknagar,Ashoknagar,2012,822.3
Madhya Pradesh,Balaghat,Balaghat,2012,1173.6
Madhya Pradesh,Barwani,Barwani,2012,475.1
Madhya Pradesh,Betul,Betul,2012,1565.4
Madhya Pradesh,Bhind,Bhind,2012,730.1
Madhya Pradesh,Bhopal,Bhopal,2012,1140.3
Madhya Pradesh,Burhanpur,Burhanpur,2012,1072
Madhya Pradesh,Chhatarpur,Chhatarpur,2012,835.6
Madhya Pradesh,Chhindwara,Chhindwara,2012,1078.7
Madhya Pradesh,Damoh,Damoh,2012,1097.6
Madhya Pradesh,Datia,Datia,2012,904.5
Madhya Pradesh,Dewas,Dewas,2012,1202.5
Madhya Pradesh,Dhar,Dhar,2012,759.4
Madhya Pradesh,Dindori,Dindori,2012,1190.9
Madhya Pradesh,Guna,Guna,2012,759.5
Madhya Pradesh,Gwalior,Gwalior,2012,850.7
Madhya Pradesh,Harda,Harda,2012,1589.9
Madhya Pradesh,Hoshangabad,Hoshangabad,2012,1732.3
Madhya Pradesh,Indore,Indore,2012,1016
Madhya Pradesh,Jabalpur,Jabalpur,2012,1283.7
Madhya Pradesh,Jhabua,Jhabua,2012,1014
Madhya Pradesh,Katni,Katni,2012,1038.7
Madhya Pradesh,Khandwa,Khandwa,2012,1159.5
Madhya Pradesh,Khargone,Khargone,2012,739
Madhya Pradesh,Mandla,Mandla,2012,1387.9
Madhya Pradesh,Mandsaur,Mandsaur,2012,904.4
Madhya Pradesh,Morena,Morena,2012,838.9
Madhya Pradesh,Narsinghpur,Narsinghpur,2012,1039.5
Madhya Pradesh,Neemuch,Neemuch,2012,799.1
Madhya Pradesh,Panna,Panna,2012,1094.7
Madhya Pradesh,Raisen,Raisen,2012,1053.1
Madhya Pradesh,Rajgarh,Rajgarh,2012,988.9
Madhya Pradesh,Ratlam,Ratlam,2012,1018.4
Madhya Pradesh,Rewa,Rewa,2012,1224.2
Madhya Pradesh,Sagar,Sagar,2012,912.3
Madhya Pradesh,Satna,Satna,2012,959.6
Madhya Pradesh,Sehore,Sehore,2012,1315
Madhya Pradesh,Seoni,Seoni,2012,1118.5
Madhya Pradesh,Shahdol,Shahdol,2012,982.9
Madhya Pradesh,Shajapur,Shajapur,2012,898.9
Madhya Pradesh,Sheopur,Sheopur,2012,754.4
Madhya Pradesh,Shivpuri,Shivpuri,2012,949.7
Madhya Pradesh,Sidhi,Sidhi,2012,1487.4
Madhya Pradesh,Singrauli,Singrauli,2012,1404.8
Madhya Pradesh,Tikamgarh,Tikamgarh,2012,817.8
Madhya Pradesh,Ujjain,Ujjain,2012,994.8
Madhya Pradesh,Umaria,Umaria,2012,814.2
Madhya Pradesh,Vidisha,Vidisha,2012,955.2
Madhya Pradesh,Alirajpur,Alirajpur,2013,1407.7
Madhya Pradesh,Anuppur,Anuppur,2013,1268.6
Madhya Pradesh,Ashoknagar,Ashoknagar,2013,1469.5
Madhya Pradesh,Balaghat,Balaghat,2013,1428.8
Madhya Pradesh,Barwani,Barwani,2013,935.8
Madhya Pradesh,Betul,Betul,2013,1684
Madhya Pradesh,Bhind,Bhind,2013,1103
Madhya Pradesh,Bhopal,Bhopal,2013,1374.6
Madhya Pradesh,Burhanpur,Burhanpur,2013,1488.4
Madhya Pradesh,Chhatarpur,Chhatarpur,2013,1502.4
Madhya Pradesh,Chhindwara,Chhindwara,2013,1408
Madhya Pradesh,Damoh,Damoh,2013,1793.8
Madhya Pradesh,Datia,Datia,2013,1166
Madhya Pradesh,Dewas,Dewas,2013,1413.3
Madhya Pradesh,Dhar,Dhar,2013,1296.7
Madhya Pradesh,Dindori,Dindori,2013,1229.1
Madhya Pradesh,Guna,Guna,2013,1678.5
Madhya Pradesh,Gwalior,Gwalior,2013,1027.4
Madhya Pradesh,Harda,Harda,2013,1837.6
Madhya Pradesh,Hoshangabad,Hoshangabad,2013,2102.8
Madhya Pradesh,Indore,Indore,2013,1619.1
Madhya Pradesh,Jabalpur,Jabalpur,2013,2109.7
Madhya Pradesh,Jhabua,Jhabua,2013,1292.9
Madhya Pradesh,Katni,Katni,2013,1342.6
Madhya Pradesh,Khandwa,Khandwa,2013,1456.4
Madhya Pradesh,Khargone,Khargone,2013,1033
Madhya Pradesh,Mandla,Mandla,2013,1828.1
Madhya Pradesh,Mandsaur,Mandsaur,2013,1110.6
Madhya Pradesh,Morena,Morena,2013,1054.5
Madhya Pradesh,Narsinghpur,Narsinghpur,2013,1821
Madhya Pradesh,Neemuch,Neemuch,2013,1294.8
Madhya Pradesh,Panna,Panna,2013,1621.9
Madhya Pradesh,Raisen,Raisen,2013,1601.4
Madhya Pradesh,Rajgarh,Rajgarh,2013,1576
Madhya Pradesh,Ratlam,Ratlam,2013,1353
Madhya Pradesh,Rewa,Rewa,2013,1479.2
Madhya Pradesh,Sagar,Sagar,2013,1934.5
Madhya Pradesh,Satna,Satna,2013,1351.2
Madhya Pradesh,Sehore,Sehore,2013,1480.8
Madhya Pradesh,Seoni,Seoni,2013,1734.7
Madhya Pradesh,Shahdol,Shahdol,2013,1055.3
Madhya Pradesh,Shajapur,Shajapur,2013,1371.3
Madhya Pradesh,Sheopur,Sheopur,2013,1018.8
Madhya Pradesh,Shivpuri,Shivpuri,2013,1331.7
Madhya Pradesh,Sidhi,Sidhi,2013,1327.3
Madhya Pradesh,Singrauli,Singrauli,2013,1030.9
Madhya Pradesh,Tikamgarh,Tikamgarh,2013,1314.8
Madhya Pradesh,Ujjain,Ujjain,2013,1272.9
Madhya Pradesh,Umaria,Umaria,2013,1175.9
Madhya Pradesh,Vidisha,Vidisha,2013,1614.7
Madhya Pradesh,Alirajpur,Alirajpur,2014,949.5
Madhya Pradesh,Anuppur,Anuppur,2014,1307.8
Madhya Pradesh,Ashoknagar,Ashoknagar,2014,851.2
Madhya Pradesh,Balaghat,Balaghat,2014,1076.1
Madhya Pradesh,Barwani,Barwani,2014,728.9
Madhya Pradesh,Betul,Betul,2014,1061.4
Madhya Pradesh,Bhind,Bhind,2014,510.6
Madhya Pradesh,Bhopal,Bhopal,2014,880.7
Madhya Pradesh,Burhanpur,Burhanpur,2014,1100.2
Madhya Pradesh,Chhatarpur,Chhatarpur,2014,746.2
Madhya Pradesh,Chhindwara,Chhindwara,2014,807
Madhya Pradesh,Damoh,Damoh,2014,824.4
Madhya Pradesh,Datia,Datia,2014,724.3
Madhya Pradesh,Dewas,Dewas,2014,684.9
Madhya Pradesh,Dhar,Dhar,2014,736.2
Madhya Pradesh,Dindori,Dindori,2014,1152.8
Madhya Pradesh,Guna,Guna,2014,927.4
Madhya Pradesh,Gwalior,Gwalior,2014,712.3
Madhya Pradesh,Harda,Harda,2014,1173.2
Madhya Pradesh,Hoshangabad,Hoshangabad,2014,1143.7
Madhya Pradesh,Indore,Indore,2014,811.1
Madhya Pradesh,Jabalpur,Jabalpur,2014,968.8
Madhya Pradesh,Jhabua,Jhabua,2014,793.2
Madhya Pradesh,Katni,Katni,2014,900.3
Madhya Pradesh,Khandwa,Khandwa,2014,1275.7
Madhya Pradesh,Khargone,Khargone,2014,857.3
Madhya Pradesh,Mandla,Mandla,2014,1229.2
Madhya Pradesh,Mandsaur,Mandsaur,2014,802.3
Madhya Pradesh,Morena,Morena,2014,493.4
Madhya Pradesh,Narsinghpur,Narsinghpur,2014,915.3
Madhya Pradesh,Neemuch,Neemuch,2014,830.6
Madhya Pradesh,Panna,Panna,2014,709
Madhya Pradesh,Raisen,Raisen,2014,1036.8
Madhya Pradesh,Rajgarh,Rajgarh,2014,1017.5
Madhya Pradesh,Ratlam,Ratlam,2014,614.3
Madhya Pradesh,Rewa,Rewa,2014,957.9
Madhya Pradesh,Sagar,Sagar,2014,865.5
Madhya Pradesh,Satna,Satna,2014,808.8
Madhya Pradesh,Sehore,Sehore,2014,941.7
Madhya Pradesh,Seoni,Seoni,2014,880.2
Madhya Pradesh,Shahdol,Shahdol,2014,990.1
Madhya Pradesh,Shajapur,Shajapur,2014,753.5
Madhya Pradesh,Sheopur,Sheopur,2014,678
Madhya Pradesh,Shivpuri,Shivpuri,2014,817.2
Madhya Pradesh,Sidhi,Sidhi,2014,1242.7
Madhya Pradesh,Singrauli,Singrauli,2014,698.3
Madhya Pradesh,Tikamgarh,Tikamgarh,2014,868.4
Madhya Pradesh,Ujjain,Ujjain,2014,648.9
Madhya Pradesh,Umaria,Umaria,2014,919.6
Madhya Pradesh,Vidisha,Vidisha,2014,1020.6
Madhya Pradesh,ALIRAJPUR,Alirajpur,2015,875.6
Madhya Pradesh,ANUPPUR,Anuppur,2015,770.9
Madhya Pradesh,ASHOKNAGAR,Ashoknagar,2015,896.5
Madhya Pradesh,BALAGHAT,Balaghat,2015,1004.6
Madhya Pradesh,BARWANI,Barwani,2015,644.6
Madhya Pradesh,BETUL,Betul,2015,1240
Madhya Pradesh,BHIND,Bhind,2015,544.8
Madhya Pradesh,BHOPAL,Bhopal,2015,1101.8
Madhya Pradesh,BURHANPUR,Burhanpur,2015,866.7
Madhya Pradesh,CHHATARPUR,Chhatarpur,2015,799.1
Madhya Pradesh,CHINDWARA,Chindwara,2015,1133.3
Madhya Pradesh,DAMOH,Damoh,2015,971.4
Madhya Pradesh,DATIA,Datia,2015,679.7
Madhya Pradesh,DEWAS,Dewas,2015,1257.9
Madhya Pradesh,DHAR,Dhar,2015,1021.6
Madhya Pradesh,DINDORI,Dindori,2015,1362.9
Madhya Pradesh,GUNA,Guna,2015,1201.5
Madhya Pradesh,GWALIOR,Gwalior,2015,861
Madhya Pradesh,HARDA,Harda,2015,1205.6
Madhya Pradesh,HOSHANGABAD,Hoshangabad,2015,1342.1
Madhya Pradesh,INDORE,Indore,2015,1329.3
Madhya Pradesh,JABALPUR,Jabalpur,2015,1043.7
Madhya Pradesh,JHABUA,Jhabua,2015,776.2
Madhya Pradesh,KATNI,Katni,2015,832.4
Madhya Pradesh,KHANDWA,Khandwa,2015,1103.9
Madhya Pradesh,KHARGONE,Khargone,2015,800.8
Madhya Pradesh,MANDLA,Mandla,2015,1195.8
Madhya Pradesh,MANDSAUR,Mandsaur,2015,900.5
Madhya Pradesh,MORENA,Morena,2015,567.7
Madhya Pradesh,NARSINGHPUR,Narsinghpur,2015,1006.1
Madhya Pradesh,NEEMUCH,Neemuch,2015,741.7
Madhya Pradesh,PANNA,Panna,2015,777.3
Madhya Pradesh,RAISEN,Raisen,2015,1206
Madhya Pradesh,RAJGARH,Rajgarh,2015,1565.4
Madhya Pradesh,RATLAM,Ratlam,2015,1236.3
Madhya Pradesh,REWA,Rewa,2015,803.1
Madhya Pradesh,SAGAR,Sagar,2015,765.7
Madhya Pradesh,SATNA,Satna,2015,1081.5
Madhya Pradesh,SEHORE,Sehore,2015,1182.4
Madhya Pradesh,SEONI,Seoni,2015,1013.6
Madhya Pradesh,SHAHDOL,Shahdol,2015,787.7
Madhya Pradesh,SHAJAPUR,Shajapur,2015,1578.4
Madhya Pradesh,SHEOPUR,Sheopur,2015,608.7
Madhya Pradesh,SHIVPURI,Shivpuri,2015,769.2
Madhya Pradesh,SIDHI,Sidhi,2015,806
Madhya Pradesh,SINGRAULI,Singrauli,2015,799.6
Madhya Pradesh,TIKAMGARH,Tikamgarh,2015,685
Madhya Pradesh,UJJAIN,Ujjain,2015,1521.2
Madhya Pradesh,UMARIA,Umaria,2015,1003.5
Madhya Pradesh,VIDISHA,Vidisha,2015,1015.4
Madhya Pradesh,AGAR-MALWA,Agar-Malwa,2016,1360.2
Madhya Pradesh,ALIRAJPUR,Alirajpur,2016,1093.9
Madhya Pradesh,ANUPPUR,Anuppur,2016,1053.3
Madhya Pradesh,ASHOKNAGAR,Ashoknagar,2016,1064
Madhya Pradesh,BALAGHAT,Balaghat,2016,1011.3
Madhya Pradesh,BARWANI,Barwani,2016,603
Madhya Pradesh,BETUL,Betul,2016,1046.1
Madhya Pradesh,BHIND,Bhind,2016,586.4
Madhya Pradesh,BHOPAL,Bhopal,2016,1576.8
Madhya Pradesh,BURHANPUR,Burhanpur,2016,830.8
Madhya Pradesh,CHHATARPUR,Chhatarpur,2016,1513.4
Madhya Pradesh,CHHINDWARA,Chhindwara,2016,1049.6
Madhya Pradesh,DAMOH,Damoh,2016,1623.3
Madhya Pradesh,DATIA,Datia,2016,631.7
Madhya Pradesh,DEWAS,Dewas,2016,924
Madhya Pradesh,DHAR,Dhar,2016,959.6
Madhya Pradesh,DINDORI,Dindori,2016,1477
Madhya Pradesh,GUNA,Guna,2016,1319.1
Madhya Pradesh,GWALIOR,Gwalior,2016,631.9
Madhya Pradesh,HARDA,Harda,2016,996
Madhya Pradesh,HOSHANGABAD,Hoshangabad,2016,2171.4
Madhya Pradesh,INDORE,Indore,2016,922
Madhya Pradesh,JABALPUR,Jabalpur,2016,1485.8
Madhya Pradesh,JHABUA,Jhabua,2016,1079.6
Madhya Pradesh,KATNI,Katni,2016,1410.4
Madhya Pradesh,KHANDWA,Khandwa,2016,1001.3
Madhya Pradesh,KHARGONE,Khargone,2016,734.8
Madhya Pradesh,MANDLA,Mandla,2016,1547.3
Madhya Pradesh,MANDSAUR,Mandsaur,2016,1036.9
Madhya Pradesh,MORENA,Morena,2016,564.1
Madhya Pradesh,NARSINGHPUR,Narsinghpur,2016,1187.4
Madhya Pradesh,NEEMUCH,Neemuch,2016,1113.4
