States,District,Districts,Year,Annual Rainfall
Tamil Nadu,Tirunelveli,Tirunelveli,2012,737.2
Tamil Nadu,Tirupur,Tirupur,2012,354.2
Tamil Nadu,Tiruvallur,Tiruvallur,2012,1059.8
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,2012,1043.7
Tamil Nadu,Tiruvarur,Tiruvarur,2012,936.7
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2012,490.6
Tamil Nadu,Thoothukudi,Thoothukudi,2012,591.2
Tamil Nadu,Vellore,Vellore,2012,772.3
Tamil Nadu,Viluppuram,Viluppuram,2012,962
Tamil Nadu,Virudhunagar,Virudhunagar,2012,485.1
Tamil Nadu,Ariyalur,Ariyalur,2013,667.8
Tamil Nadu,Chennai,Chennai,2013,1109.2
Tamil Nadu,Coimbatore,Coimbatore,2013,898.3
Tamil Nadu,Cuddalore,Cuddalore,2013,977.7
Tamil Nadu,Dharmapuri,Dharmapuri,2013,801.4
Tamil Nadu,Dindigul,Dindigul,2013,531.3
Tamil Nadu,Erode,Erode,2013,558
Tamil Nadu,Kanchipuram,Kanchipuram,2013,905.3
Tamil Nadu,Kanniyakumari,Kanniyakumari,2013,1201.4
Tamil Nadu,Karur,Karur,2013,460.7
Tamil Nadu,Krishnagiri,Krishnagiri,2013,766
Tamil Nadu,Madurai,Madurai,2013,610.2
Tamil Nadu,Nagapattinam,Nagapattinam,2013,1029.9
Tamil Nadu,Namakkal,Namakkal,2013,622.4
Tamil Nadu,The Nilgiris,The Nilgiris,2013,1534.2
Tamil Nadu,Perambalur,Perambalur,2013,725.9
Tamil Nadu,Pudukkottai,Pudukkottai,2013,613.8
Tamil Nadu,Ramanathapuram,Ramanathapuram,2013,579.9
Tamil Nadu,Salem,Salem,2013,830.9
Tamil Nadu,Sivaganga,Sivaganga,2013,724.8
Tamil Nadu,Thanjavur,Thanjavur,2013,715.7
Tamil Nadu,Theni,Theni,2013,850.3
Tamil Nadu,Tirunelveli,Tirunelveli,2013,918.4
Tamil Nadu,Tiruppur,Tiruppur,2013,277.7
Tamil Nadu,Tiruvallur,Tiruvallur,2013,1067.2
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,2013,813.1
Tamil Nadu,Tiruvarur,Tiruvarur,2013,918.4
Tamil Nadu,Thoothukudi,Thoothukudi,2013,410.8
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2013,522.9
Tamil Nadu,Vellore,Vellore,2013,792.6
Tamil Nadu,Viluppuram,Viluppuram,2013,790.5
Tamil Nadu,Virudhunagar,Virudhunagar,2013,617.5
Tamil Nadu,Ariyalur,Ariyalur,2014,699.1
Tamil Nadu,Chennai,Chennai,2014,1286.6
Tamil Nadu,Coimbatore,Coimbatore,2014,1221.9
Tamil Nadu,Cuddalore,Cuddalore,2014,1217.9
Tamil Nadu,Dharmapuri,Dharmapuri,2014,765.7
Tamil Nadu,Dindigul,Dindigul,2014,994.4
Tamil Nadu,Erode,Erode,2014,762.9
Tamil Nadu,Kanchipuram,Kanchipuram,2014,907.8
Tamil Nadu,Kanniyakumari,Kanniyakumari,2014,1316.2
Tamil Nadu,Karur,Karur,2014,511.3
Tamil Nadu,Krishnagiri,Krishnagiri,2014,757.6
Tamil Nadu,Madurai,Madurai,2014,744.2
Tamil Nadu,Nagapattinam,Nagapattinam,2014,1415
Tamil Nadu,Namakkal,Namakkal,2014,589.5
Tamil Nadu,The Nilgiris,The Nilgiris,2014,1957.1
Tamil Nadu,Perambalur,Perambalur,2014,811.8
Tamil Nadu,Pudukkottai,Pudukkottai,2014,794.8
Tamil Nadu,Ramanathapuram,Ramanathapuram,2014,935.7
Tamil Nadu,Salem,Salem,2014,857.7
Tamil Nadu,Sivaganga,Sivaganga,2014,964.3
Tamil Nadu,Thanjavur,Thanjavur,2014,910.6
Tamil Nadu,Theni,Theni,2014,938.8
Tamil Nadu,Tirunelveli,Tirunelveli,2014,1350.8
Tamil Nadu,Tiruppur,Tiruppur,2014,726.2
Tamil Nadu,Tiruvallur,Tiruvallur,2014,938
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,2014,799.3
Tamil Nadu,Tiruvarur,Tiruvarur,2014,1200.4
Tamil Nadu,Thoothukudi,Thoothukudi,2014,828.3
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2014,535.9
Tamil Nadu,Vellore,Vellore,2014,685.7
Tamil Nadu,Viluppuram,Viluppuram,2014,963.2
Tamil Nadu,Virudhunagar,Virudhunagar,2014,648.6
Tamil Nadu,ARIYALUR,Ariyalur,2015,1058.8
Tamil Nadu,CHENNAI,Chennai,2015,2057.6
Tamil Nadu,COIMBATORE,Coimbatore,2015,992.9
Tamil Nadu,CUDDALORE,Cuddalore,2015,1705.7
Tamil Nadu,DHARMAPURI,Dharmapuri,2015,1067.7
Tamil Nadu,DINDIGUL,Dindigul,2015,1119.4
Tamil Nadu,ERODE,Erode,2015,854.4
Tamil Nadu,Kanchipuram,Kanchipuram,2015,2256.6
Tamil Nadu,Kanniyakumari,Kanniyakumari,2015,1814.3
Tamil Nadu,KARUR,Karur,2015,784.1
Tamil Nadu,KRISHNAGIRI,Krishnagiri,2015,1049.8
Tamil Nadu,MADURAI,Madurai,2015,1002.3
Tamil Nadu,NAGAPATTINAM,Nagapattinam,2015,1747.6
Tamil Nadu,NAMAKKAL,Namakkal,2015,819.4
Tamil Nadu,The Nilgiris,The Nilgiris,2015,1720.8
Tamil Nadu,PERAMBALUR,Perambalur,2015,1097.9
Tamil Nadu,PUDUKKOTTAI,Pudukkottai,2015,1045.5
Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,2015,1018.7
Tamil Nadu,SALEM,Salem,2015,1135.4
Tamil Nadu,SIVAGANGA,Sivaganga,2015,1117.5
Tamil Nadu,THANJAVUR,Thanjavur,2015,1103.9
Tamil Nadu,THENI,Theni,2015,1172.7
Tamil Nadu,TIRUNELVELI,Tirunelveli,2015,1547.7
Tamil Nadu,TIRUPUR,Tirupur,2015,874.2
Tamil Nadu,TIRUVALLUR,Tiruvallur,2015,2019.2
Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai,2015,1247.3
Tamil Nadu,TIRUVARUR,Tiruvarur,2015,1517.2
Tamil Nadu,TOOTHUKUDI,Toothukudi,2015,877
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2015,864.4
Tamil Nadu,VELLORE,Vellore,2015,1359.3
Tamil Nadu,VILUPPURAM,Viluppuram,2015,1373.5
Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,2015,879.6
Tamil Nadu,CHENNAI,Chennai,2016,1036.6
Tamil Nadu,COIMBATORE,Coimbatore,2016,505.5
Tamil Nadu,CUDDALORE,Cuddalore,2016,574.6
Tamil Nadu,DHARMAPURI,Dharmapuri,2016,463.2
Tamil Nadu,DINDIGUL,Dindigul,2016,502.3
Tamil Nadu,ERODE,Erode,2016,309
Tamil Nadu,Kanchipuram,Kanchipuram,2016,992.5
Tamil Nadu,Kanniyakumari,Kanniyakumari,2016,793.5
Tamil Nadu,KARUR,Karur,2016,328.7
Tamil Nadu,KRISHNAGIRI,Krishnagiri,2016,597.3
Tamil Nadu,MADURAI,Madurai,2016,510.2
Tamil Nadu,NAGAPATTINAM,Nagapattinam,2016,661.4
Tamil Nadu,NAMAKKAL,Namakkal,2016,389.7
Tamil Nadu,The Nilgiris,The Nilgiris,2016,889.3
Tamil Nadu,PERAMBALUR,Perambalur,2016,566.3
Tamil Nadu,PUDUKKOTTAI,Pudukkottai,2016,470.8
Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,2016,388
Tamil Nadu,SALEM,Salem,2016,577.5
Tamil Nadu,SIVAGANGA,Sivaganga,2016,710.9
Tamil Nadu,THANJAVUR,Thanjavur,2016,630.5
Tamil Nadu,THENI,Theni,2016,365.7
Tamil Nadu,TIRUNELVELI,Tirunelveli,2016,411.9
Tamil Nadu,TIRUPPUR,Tiruppur,2016,411.3
Tamil Nadu,TIRUVALLUR,Tiruvallur,2016,814.3
Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai,2016,684.6
Tamil Nadu,TIRUVARUR,Tiruvarur,2016,645.4
Tamil Nadu,TOOTHUKUDI,Toothukudi,2016,230.4
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2016,474.6
Tamil Nadu,VELLORE,Vellore,2016,680.9
Tamil Nadu,VILLUPURAM,Villupuram,2016,593.7
Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,2016,375.3
Tamil Nadu,ARIYALUR,Ariyalur,2017,1193.1
Tamil Nadu,CHENNAI,Chennai,2017,1393.8
Tamil Nadu,COIMBATORE,Coimbatore,2017,873.4
Tamil Nadu,CUDDALORE,Cuddalore,2017,1380.8
Tamil Nadu,DHARMAPURI,Dharmapuri,2017,906.3
Tamil Nadu,DINDIGUL,Dindigul,2017,925.6
Tamil Nadu,ERODE,Erode,2017,776.7
Tamil Nadu,Kanchipuram,Kanchipuram,2017,1197.2
Tamil Nadu,Kanniyakumari,Kanniyakumari,2017,1176.5
Tamil Nadu,KARUR,Karur,2017,715.3
Tamil Nadu,KRISHNAGIRI,Krishnagiri,2017,1145.6
Tamil Nadu,MADURAI,Madurai,2017,904.5
Tamil Nadu,NAGAPATTINAM,Nagapattinam,2017,1628.9
Tamil Nadu,NAMAKKAL,Namakkal,2017,783.6
Tamil Nadu,The Nilgiris,The Nilgiris,2017,1469.2
Tamil Nadu,PERAMBALUR,Perambalur,2017,1005.4
Tamil Nadu,PUDUKKOTTAI,Pudukkottai,2017,724.3
Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,2017,606.6
Tamil Nadu,SALEM,Salem,2017,1006.6
Tamil Nadu,SIVAGANGA,Sivaganga,2017,967.5
Tamil Nadu,THANJAVUR,Thanjavur,2017,1077
Tamil Nadu,THENI,Theni,2017,816.5
Tamil Nadu,TIRUNELVELI,Tirunelveli,2017,1127
Tamil Nadu,TIRUPPUR,Tiruppur,2017,679.8
Tamil Nadu,TIRUVALLUR,Tiruvallur,2017,1203.1
Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai,2017,1251.4
Tamil Nadu,TIRUVARUR,Tiruvarur,2017,1247.9
Tamil Nadu,TOOTHUKUDI,Toothukudi,2017,514.5
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2017,689.9
Tamil Nadu,VELLORE,Vellore,2017,1042.5
Tamil Nadu,VILLUPURAM,Villupuram,2017,1066.9
Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,2017,800
Tamil Nadu,ARIYALUR,Ariyalur,2018,814.5
Tamil Nadu,CHENNAI,Chennai,2018,754.8
Tamil Nadu,COIMBATORE,Coimbatore,2018,1302
Tamil Nadu,CUDDALORE,Cuddalore,2018,964.9
Tamil Nadu,DHARMAPURI,Dharmapuri,2018,468.1
Tamil Nadu,DINDIGUL,Dindigul,2018,800
Tamil Nadu,ERODE,Erode,2018,772.6
Tamil Nadu,Kanchipuram,Kanchipuram,2018,833
Tamil Nadu,Kanniyakumari,Kanniyakumari,2018,1289.3
Tamil Nadu,KARUR,Karur,2018,468.4
Tamil Nadu,KRISHNAGIRI,Krishnagiri,2018,510.5
Tamil Nadu,MADURAI,Madurai,2018,734.1
Tamil Nadu,NAGAPATTINAM,Nagapattinam,2018,1079.7
Tamil Nadu,NAMAKKAL,Namakkal,2018,649.3
Tamil Nadu,The Nilgiris,The Nilgiris,2018,1699.6
Tamil Nadu,PERAMBALUR,Perambalur,2018,533.3
Tamil Nadu,PUDUKKOTTAI,Pudukkottai,2018,692.3
Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,2018,649.7
Tamil Nadu,SALEM,Salem,2018,712.8
Tamil Nadu,SIVAGANGA,Sivaganga,2018,932.6
Tamil Nadu,THANJAVUR,Thanjavur,2018,703.7
Tamil Nadu,THENI,Theni,2018,1105.4
Tamil Nadu,TIRUNELVELI,Tirunelveli,2018,1137.7
Tamil Nadu,TIRUPPUR,Tiruppur,2018,716.1
Tamil Nadu,TIRUVALLUR,Tiruvallur,2018,733.4
Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai,2018,790.2
Tamil Nadu,TIRUVARUR,Tiruvarur,2018,971.7
Tamil Nadu,TOOTHUKUDI,Toothukudi,2018,561.7
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2018,506.6
Tamil Nadu,VELLORE,Vellore,2018,601.3
Tamil Nadu,VILLUPURAM,Villupuram,2018,727.5
Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,2018,759.5
Tamil Nadu,ARIYALUR,Ariyalur,2019,1111.4
Tamil Nadu,CHENNAI,Chennai,2019,1227
Tamil Nadu,COIMBATORE,Coimbatore,2019,1272.3
Tamil Nadu,CUDDALORE,Cuddalore,2019,1091.9
Tamil Nadu,DHARMAPURI,Dharmapuri,2019,838.4
Tamil Nadu,DINDIGUL,Dindigul,2019,712.6
Tamil Nadu,ERODE,Erode,2019,664.1
Tamil Nadu,Kanchipuram,Kanchipuram,2019,1131.4
Tamil Nadu,Kanniyakumari,Kanniyakumari,2019,1267.9
Tamil Nadu,KARUR,Karur,2019,524.4
Tamil Nadu,KRISHNAGIRI,Krishnagiri,2019,730
Tamil Nadu,MADURAI,Madurai,2019,671.9
Tamil Nadu,NAGAPATTINAM,Nagapattinam,2019,1456.3
Tamil Nadu,NAMAKKAL,Namakkal,2019,630.4
Tamil Nadu,The Nilgiris,The Nilgiris,2019,2227.3
Tamil Nadu,PERAMBALUR,Perambalur,2019,747.3
Tamil Nadu,PUDUKKOTTAI,Pudukkottai,2019,876.2
Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,2019,923.2
Tamil Nadu,SALEM,Salem,2019,927.6
Tamil Nadu,SIVAGANGA,Sivaganga,2019,966.5
Tamil Nadu,THANJAVUR,Thanjavur,2019,942.3
Tamil Nadu,THENI,Theni,2019,786
Tamil Nadu,TIRUNELVELI,Tirunelveli,2019,1057.6
Tamil Nadu,TIRUPPUR,Tiruppur,2019,488.1
Tamil Nadu,TIRUVALLUR,Tiruvallur,2019,1174.2
Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai,2019,1071.9
Tamil Nadu,TIRUVARUR,Tiruvarur,2019,1128.5
Tamil Nadu,TOOTHUKUDI,Toothukudi,2019,669.1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2019,635
Tamil Nadu,VELLORE,Vellore,2019,827.1
Tamil Nadu,VILLUPURAM,Villupuram,2019,906.2
Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,2019,713.7
Tamil Nadu,Ariyalur,Ariyalur,2020,1063.9
Tamil Nadu,Chengalpattu,Chengalpattu,2020,1306.6
Tamil Nadu,Chennai,Chennai,2020,1599.5
Tamil Nadu,Coimbatore,Coimbatore,2020,1585.7
Tamil Nadu,Cuddalore,Cuddalore,2020,1314.2
Tamil Nadu,Dharmapuri,Dharmapuri,2020,918.4
Tamil Nadu,Dindigul,Dindigul,2020,959
Tamil Nadu,Erode,Erode,2020,629.7
Tamil Nadu,Kallakurichi,Kallakurichi,2020,903
Tamil Nadu,Kanchipuram,Kanchipuram,2020,1234.5
Tamil Nadu,Kanniyakumari,Kanniyakumari,2020,1099.5
Tamil Nadu,Karur,Karur,2020,684.5
Tamil Nadu,Krishnagiri,Krishnagiri,2020,803.4
Tamil Nadu,Madurai,Madurai,2020,925.4
Tamil Nadu,Nagapattinam,Nagapattinam,2020,1426.6
Tamil Nadu,Namakkal,Namakkal,2020,627.7
Tamil Nadu,The Nilgiris,The Nilgiris,2020,1885.7
Tamil Nadu,Perambalur,Perambalur,2020,1118.2
Tamil Nadu,Pudukkottai,Pudukkottai,2020,946.6
Tamil Nadu,Ramanathapuram,Ramanathapuram,2020,858.8
Tamil Nadu,Ranipet,Ranipet,2020,1100.4
Tamil Nadu,Salem,Salem,2020,966.5
Tamil Nadu,Sivaganga,Sivaganga,2020,1112
Tamil Nadu,Thanjavur,Thanjavur,2020,971.2
Tamil Nadu,Theni,Theni,2020,922.3
Tamil Nadu,Tenkasi,Tenkasi,2020,831.7
Tamil Nadu,Tirunelveli,Tirunelveli,2020,728.8
Tamil Nadu,Tirupattur,Tirupattur,2020,1154.7
Tamil Nadu,Tiruppur,Tiruppur,2020,755.1
Tamil Nadu,Tiruvallur,Tiruvallur,2020,1230.3
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,2020,1042.8
Tamil Nadu,Tiruvarur,Tiruvarur,2020,1303.7
Tamil Nadu,Toothukudi,Toothukudi,2020,568.2
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2020,797.4
Tamil Nadu,Vellore,Vellore,2020,1049.5
Tamil Nadu,Villupuram,Villupuram,2020,1187.4
Tamil Nadu,Virudhunagar,Virudhunagar,2020,860.3
Tamil Nadu,Ariyalur,Ariyalur,2021,1646
Tamil Nadu,Chengalpattu,Chengalpattu,2021,1846
Tamil Nadu,Chennai,Chennai,2021,2105
Tamil Nadu,Coimbatore,Coimbatore,2021,2116.8
Tamil Nadu,Cuddalore,Cuddalore,2021,2040.4
Tamil Nadu,Dharmapuri,Dharmapuri,2021,1027.7
Tamil Nadu,Dindigul,Dindigul,2021,1240.5
Tamil Nadu,Erode,Erode,2021,1010
Tamil Nadu,Kallakurichi,Kallakurichi,2021,1427.5
Tamil Nadu,Kanchipuram,Kanchipuram,2021,1698.1
Tamil Nadu,Kanniyakumari,Kanniyakumari,2021,2240.9
Tamil Nadu,Karur,Karur,2021,919.9
Tamil Nadu,Krishnagiri,Krishnagiri,2021,985.4
Tamil Nadu,Madurai,Madurai,2021,1095.3
Tamil Nadu,Mayiladuthurai,Mayiladuthurai,2021,1836.3
Tamil Nadu,Nagapattinam,Nagapattinam,2021,1932.4
Tamil Nadu,Namakkal,Namakkal,2021,1022
Tamil Nadu,The Nilgiris,The Nilgiris,2021,2258.9
Tamil Nadu,Perambalur,Perambalur,2021,1563.4
Tamil Nadu,Pudukkottai,Pudukkottai,2021,1188.8
Tamil Nadu,Ramanathapuram,Ramanathapuram,2021,1040.7
Tamil Nadu,Ranipet,Ranipet,2021,1557.4
Tamil Nadu,Salem,Salem,2021,1167.6
Tamil Nadu,Sivaganga,Sivaganga,2021,1270.8
Tamil Nadu,Tenkasi,Tenkasi,2021,1285.7
Tamil Nadu,Thanjavur,Thanjavur,2021,1580.6
Tamil Nadu,Theni,Theni,2021,1264.3
Tamil Nadu,Tirunelveli,Tirunelveli,2021,1569.2
Tamil Nadu,Tirupattur,Tirupattur,2021,1324.5
Tamil Nadu,Tiruppur,Tiruppur,2021,845.1
Tamil Nadu,Tiruvallur,Tiruvallur,2021,1809.6
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,2021,1592.5
Tamil Nadu,Tiruvarur,Tiruvarur,2021,1796.1
Tamil Nadu,Toothukudi,Toothukudi,2021,930.7
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2021,1222.7
Tamil Nadu,Vellore,Vellore,2021,1433.6
Tamil Nadu,Villupuram,Villupuram,2021,1935.1
Tamil Nadu,Virudhunagar,Virudhunagar,2021,968.5
Tamil Nadu,Ariyalur,Ariyalur,2022,1059.9
Tamil Nadu,Chengalpattu,Chengalpattu,2022,1121.9
Tamil Nadu,Chennai,Chennai,2022,1447
Tamil Nadu,Coimbatore,Coimbatore,2022,2151.7
Tamil Nadu,Cuddalore,Cuddalore,2022,1332
Tamil Nadu,Dharmapuri,Dharmapuri,2022,1165.2
Tamil Nadu,Dindigul,Dindigul,2022,1303.6
Tamil Nadu,Erode,Erode,2022,1179
Tamil Nadu,Kallakurichi,Kallakurichi,2022,816.4
Tamil Nadu,Kanchipuram,Kanchipuram,2022,1404.6
Tamil Nadu,Kanniyakumari,Kanniyakumari,2022,1257.3
Tamil Nadu,Karur,Karur,2022,722.7
Tamil Nadu,Krishnagiri,Krishnagiri,2022,1204.7
Tamil Nadu,Madurai,Madurai,2022,1118.5
Tamil Nadu,Mayiladuthurai,Mayiladuthurai,2022,1547.3
Tamil Nadu,Nagapattinam,Nagapattinam,2022,1334
Tamil Nadu,Namakkal,Namakkal,2022,1056.7
Tamil Nadu,The Nilgiris,The Nilgiris,2022,2741.2
Tamil Nadu,Perambalur,Perambalur,2022,1043.8
Tamil Nadu,Pudukkottai,Pudukkottai,2022,842.6
Tamil Nadu,Ramanathapuram,Ramanathapuram,2022,697.2
Tamil Nadu,Ranipet,Ranipet,2022,1252
Tamil Nadu,Salem,Salem,2022,1108
Tamil Nadu,Sivaganga,Sivaganga,2022,1132.2
Tamil Nadu,Tenkasi,Tenkasi,2022,855.2
Tamil Nadu,Thanjavur,Thanjavur,2022,1165
Tamil Nadu,Theni,Theni,2022,1280
Tamil Nadu,Tirunelveli,Tirunelveli,2022,793.5
Tamil Nadu,Tirupattur,Tirupattur,2022,1211.8
Tamil Nadu,Tiruppur,Tiruppur,2022,830.5
Tamil Nadu,Tiruvallur,Tiruvallur,2022,1346.3
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,2022,1174.4
Tamil Nadu,Tiruvarur,Tiruvarur,2022,1326.7
Tamil Nadu,Toothukudi,Toothukudi,2022,579.8
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2022,854.2
Tamil Nadu,Vellore,Vellore,2022,975.9
Tamil Nadu,Villupuram,Villupuram,2022,1010.1
Tamil Nadu,Virudhunagar,Virudhunagar,2022,856
Tamil Nadu,Ariyalur,Ariyalur,2023,706.5
Tamil Nadu,Chengalpattu,Chengalpattu,2023,1464
Tamil Nadu,Chennai,Chennai,2023,1972.7
Tamil Nadu,Coimbatore,Coimbatore,2023,1483.7
Tamil Nadu,Cuddalore,Cuddalore,2023,1155.2
Tamil Nadu,Dharmapuri,Dharmapuri,2023,794.3
Tamil Nadu,Dindigul,Dindigul,2023,1132.1
Tamil Nadu,Erode,Erode,2023,833.3
Tamil Nadu,Kallakurichi,Kallakurichi,2023,783.7
Tamil Nadu,Kanchipuram,Kanchipuram,2023,1637.4
Tamil Nadu,Kanniyakumari,Kanniyakumari,2023,1636.7
Tamil Nadu,Karur,Karur,2023,558.5
Tamil Nadu,Krishnagiri,Krishnagiri,2023,729.1
Tamil Nadu,Madurai,Madurai,2023,984.1
Tamil Nadu,Mayiladuthurai,Mayiladuthurai,2023,1097.9
Tamil Nadu,Nagapattinam,Nagapattinam,2023,1505.8
Tamil Nadu,Namakkal,Namakkal,2023,724.9
Tamil Nadu,The Nilgiris,The Nilgiris,2023,1556.2
Tamil Nadu,Perambalur,Perambalur,2023,736.5
Tamil Nadu,Pudukkottai,Pudukkottai,2023,838.2
Tamil Nadu,Ramanathapuram,Ramanathapuram,2023,964.9
Tamil Nadu,Ranipet,Ranipet,2023,1165.5
Tamil Nadu,Salem,Salem,2023,834.4
Tamil Nadu,Sivaganga,Sivaganga,2023,1011.8
Tamil Nadu,Tenkasi,Tenkasi,2023,1243.4
Tamil Nadu,Thanjavur,Thanjavur,2023,920.1
Tamil Nadu,Theni,Theni,2023,1031.1
Tamil Nadu,Tirunelveli,Tirunelveli,2023,1744.9
Tamil Nadu,Tirupattur,Tirupattur,2023,808.2
Tamil Nadu,Tiruppur,Tiruppur,2023,570.7
Tamil Nadu,Tiruvallur,Tiruvallur,2023,1628.9
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,2023,1161.4
Tamil Nadu,Tiruvarur,Tiruvarur,2023,1090.6
Tamil Nadu,Toothukudi,Toothukudi,2023,1009.8
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,2023,645.5
Tamil Nadu,Vellore,Vellore,2023,1077.3
Tamil Nadu,Villupuram,Villupuram,2023,1055.4
Tamil Nadu,Virudhunagar,Virudhunagar,2023,1166.8
